[5229NEWS.XML, 0.2674176]
[2792NEWS.XML, 0.2694658]
[4289NEWS.XML, 0.2716923]
[2538NEWS.XML, 0.2791425]
[5520NEWS.XML, 0.3031802]
[2978NEWS.XML, 0.3047091]
[2955NEWS.XML, 0.3060456]
[2822NEWS.XML, 0.3062975]
[3665NEWS.XML, 0.3073533]
[3785NEWS.XML, 0.3093165]
[5216NEWS.XML, 0.3107696]
[5104NEWS.XML, 0.3113611]
[2504NEWS.XML, 0.3139484]
[2836NEWS.XML, 0.3143856]
[5220NEWS.XML, 0.3144182]
[4263NEWS.XML, 0.3176926]
[2775NEWS.XML, 0.3178569]
[5697NEWS.XML, 0.319407]
[5678NEWS.XML, 0.3227968]
[2917NEWS.XML, 0.3236625]
[3902NEWS.XML, 0.3282184]
[5537NEWS.XML, 0.3385203]
[5524NEWS.XML, 0.3400316]
[5675NEWS.XML, 0.3415159]
[3813NEWS.XML, 0.3435174]
[4294NEWS.XML, 0.3457829]
[4206NEWS.XML, 0.3501154]
[2848NEWS.XML, 0.3506148]
[5550NEWS.XML, 0.3548696]
[5541NEWS.XML, 0.3714319]
[2988NEWS.XML, 0.3764702]
[5530NEWS.XML, 0.3861099]
[2982NEWS.XML, 0.4002014]
[2984NEWS.XML, 0.430687]
